1089648,0.001476608,0.000000000
1128838,0.001421919,0.000398450
1168027,0.001367229,0.000406262
1207216,0.001320353,0.000406262
1246406,0.001273476,0.000406262
1285596,0.001218787,0.000406262
1324786,0.001171911,0.000406262
1363975,0.001125034,0.000406262
1403166,0.001078158,0.000406262
1442356,0.001046907,0.000406262
1481546,0.001000031,0.000406262
1520735,0.000960967,0.000406262
1559925,0.000921903,0.000406262
1599115,0.000890652,0.000398450
1638304,0.000859401,0.000406262
1677494,0.000820338,0.000406262
1716683,0.000789087,0.000406262
1755873,0.000757836,0.000406262
1795062,0.000718772,0.000406262
1834252,0.000695334,0.000406262
1873441,0.000664083,0.000406262
1912630,0.000632832,0.000406262
1951819,0.000609394,0.000406262
1991007,0.000585955,0.000406262
2030197,0.000562517,0.000406262
2069387,0.000531266,0.000406262
2108577,0.000507828,0.000406262
2147766,0.000484390,0.000406262
2186955,0.000460952,0.000406262
2226144,0.000437513,0.000406262
2265334,0.000421888,0.000406262
2304523,0.000398450,0.000406262
2343713,0.000382824,0.000406262
2382903,0.000359386,0.000406262
2422092,0.000343761,0.000406262
2461282,0.000328135,0.000406262
2500471,0.000304697,0.000406262
2539661,0.000289071,0.000406262
2578852,0.000273446,0.000406262
2618042,0.000257820,0.000406262
2657232,0.000242195,0.000406262
2696423,0.000226569,0.000406262
2735613,0.000210944,0.000406262
2774803,0.000195318,0.000406262
2813993,0.000179693,0.000406262
2853184,0.000171880,0.000398450
2892374,0.000164068,0.000406262
2931564,0.000148442,0.000406262
2970754,0.000132817,0.000406262
3009944,0.000125004,0.000406262
3049134,0.000117191,0.000406262
3088325,0.000101566,0.000406262
3127515,0.000093753,0.000398450
3166705,0.000078127,0.000398450
3205895,0.000070315,0.000398450
3245086,0.000062502,0.000406262
3284276,0.000054689,0.000406262
3323467,0.000046876,0.000406262
3362657,0.000039064,0.000406262
3401847,0.000039064,0.000406262
3441037,0.000023438,0.000406262
3480227,0.000015625,0.000406262
3519417,0.000007813,0.000406262
3558607,0.000000000,0.000406262
3597796,-0.000007813,0.000406262
3636986,-0.000015625,0.000406262
3676176,-0.000023438,0.000406262
3715365,-0.000031251,0.000406262
3754555,-0.000039064,0.000406262
3793744,-0.000046876,0.000406262
3832933,-0.000054689,0.000406262
3872122,-0.000054689,0.000406262
3911312,-0.000062502,0.000398450
3950502,-0.000062502,0.000398450
