Rank,Car No,School,Team,Overall Event,Overall Dynamic,Overall Static,Cost,Design,Sales Presentation,Acceleration,Land Manuverability,Hill Climb,Rock Crawl,Endurance,Tech Penalty,Event Penalty
34,82,Univ of Illinois - Urbana Champaign,Off-Road Illini,448.33,54.92,243.41,78.43,100.00,64.98,41.41,0.00,6.14,7.38,150.00,0.00,True,True,True, 
35,75,McGill Univ,McGill Baja,444.73,70.18,203.12,53.12,80.00,70.00,54.09,0.00,5.02,11.07,171.43,0.00,True,True,True, 
36,118,Oklahoma State Univ,Cowboy Racing,438.66,162.75,90.19,8.00,30.00,52.19,34.03,53.62,49.29,25.82,185.71,0.00,True,True,True, 
37,42,St Clair County Community College,SC4 Baja,426.60,97.97,107.21,62.21,30.00,15.00,30.43,0.00,41.72,25.82,221.43,0.00,True,True,True, 
38,48,Purdue Univ - Northwest,Purdue NW Baja Racing,415.67,29.21,157.89,20.89,60.00,77.00,29.21,0.00,0.00,0.00,228.57,0.00,True,True,True, 
39,115,Univ of Southern Indiana,Screaming Eagle Racing,400.15,107.44,57.00,12.00,30.00,15.00,1.45,32.74,47.42,25.82,235.71,0.00,True,True,True, 
40,54,University of Mount Union,Raider Racing,363.89,92.89,21.00,16.00,0.00,5.00,10.43,41.66,40.79,0.00,250.00,0.00,True,True,True, 
41,77,British Columbia Inst of Tech,BCIT Racing,363.05,74.61,145.58,51.06,40.00,54.52,24.07,0.00,43.16,7.38,142.86,0.00,True,True,True, 
42,126,Cincinnati State Technical Comm College,Cincy Baja,352.93,95.71,78.65,0.00,30.00,48.65,21.83,0.00,48.06,25.82,178.57,0.00,True,True,False, 
43,23,Univ of Dayton,UD Baja,352.60,107.91,108.98,58.98,40.00,10.00,32.42,0.00,49.67,25.82,135.71,0.00,True,True,True, 
44,33,Univ of St Thomas,Tommie Motorsports,343.79,84.19,95.31,50.31,30.00,15.00,27.60,0.00,56.59,0.00,164.29,0.00,True,True,True, 
45,124,Univ of Cincinnati,Bearcat Baja,317.65,109.19,87.03,0.00,40.00,47.03,42.00,50.78,16.40,0.00,121.43,0.00,True,True,False, 
46,96,Univ of Tennessee,UTK Baja,304.11,122.54,53.00,13.00,40.00,0.00,27.67,0.00,40.60,54.27,128.57,0.00,True,True,True, 
47,81,Southern Illinois Univ - Edwardville,Cougar Baja,279.36,218.36,61.00,11.00,40.00,10.00,43.82,63.32,54.29,56.93,0.00,0.00,True,True,True, 
48,89,Tennessee Tech Univ,TN Tech Baja SAE,273.83,84.46,189.37,79.37,40.00,70.00,16.10,0.00,60.99,7.38,0.00,0.00,True,True,True, 
49,87,Univ of Waterloo,University of Waterloo Baja SAE,266.48,50.28,137.62,47.58,40.00,50.04,50.28,0.00,0.00,0.00,78.57,0.00,True,True,True, 
